venta_id,fecha_venta,tienda,categoria,producto,cantidad,precio_unitario,monto_total,metodo_pago
V001524,2025-06-02,Cusco, Electronica ,Audifonos BT,1,453.79,453.79,Transferencia
V001155,2025-04-10,Lima Centro,ELECTRONICA,Cargador USB-C,1,392.07,392.07,Efectivo
V000198,2025-04-11,Arequipa,ROPA,Polo algodon,1,255.51,255.51,Yape
V000466,2025-05-23,Lima Centro, alimentos,Cafe molido 500g,1,235.27,235.27,Plin
V000084,2025-05-29,Arequipa,ALIMENTOS,Chocolate 70%,1,42.86,42.86,Plin
V000315,2025-04-12,Lima Centro,hogar,Olla antiadherente,1,266.72,266.72,
V000640,2025-05-27,Miraflores,ropa ,Casaca impermeable,4,203.13,812.52,Yape
V001897,2025-04-07,Arequipa,juguetes,Peluche mediano,1,402.23,402.23,Yape
V000392,2025-05-17,Cusco, alimentos,Cafe molido 500g,1,36.34,36.34,Yape
V000960,2025-05-04,Cusco,ELECTRONICA,Mouse inalambrico,2,86.16,172.32,Yape
V000036,2025-05-09,Trujillo,hogar,Organizador,2,269.68,539.36,Tarjeta
V001784,2025-04-30,Trujillo,ROPA,Casaca impermeable,5,187.06,-162.40,Efectivo
V001724,2025-06-21,Arequipa,Ropa,Jean clasico,4,370.55,1482.20,Yape
V001251,2025-04-17,Lima Centro,Ropa,Casaca impermeable,1,178.55,178.55,Transferencia
V000575,2025-04-21,Cusco, alimentos,Miel de abeja,1,276.50,276.50,Plin
V001067,2025-04-18,Trujillo,Alimentos,Chocolate 70%,4,273.87,-282.60,Yape
V000681,2025-05-13,Cusco,Juguetes,Peluche mediano,1,222.01,222.01,Efectivo
V000287,2025-05-06,Cusco,Ropa,Casaca impermeable,2,158.92,317.84,Plin
V001563,2025-06-07,Miraflores,ROPA,Jean clasico,4,112.68,450.72,Yape
V001230,2025-06-27,Miraflores,Juguetes,Rompecabezas 1000,5,90.09,450.45,Yape
V001087,2025-06-24,Arequipa,Juguetes,Rompecabezas 1000,1,252.79,252.79,Tarjeta
V001966,2025-05-26,Lima Centro,juguetes,Set de bloques,2,412.72,825.44,Transferencia
V000185,2025-06-26,Arequipa,ropa ,Polo algodon,1,245.84,245.84,Transferencia
V001960,2025-05-24,Trujillo,ropa ,Polo algodon,5,362.34,1811.70,Tarjeta
V001973,2025-04-07,Arequipa,Electronica,Mouse inalambrico,2,329.38,658.76,Efectivo
V000091,2025-04-15,Miraflores, Electronica ,Cargador USB-C,3,440.00,1320.00,Yape
V001755,2025-05-24,Trujillo,Alimentos,Cafe molido 500g,1,403.69,403.69,Tarjeta
V001657,2025-05-31,Cusco, alimentos,Chocolate 70%,2,432.44,864.88,Plin
V001786,2025-05-05,Cusco,Juguetes,Rompecabezas 1000,4,294.94,1179.76,Tarjeta
V001333,2025-05-05,Cusco,juguetes,Set de bloques,3,8.69,26.07,Plin
V000302,2025-05-04,Cusco,Alimentos,Chocolate 70%,2,407.04,814.08,Plin
V001878,2025-06-30,Trujillo,Juguetes,Set de bloques,3,355.03,1065.09,Yape
V000514,2025-04-14,Lima Centro,ELECTRONICA,Teclado mecanico,1,435.00,435.00,Efectivo
V001264,2025-04-10,Lima Centro,Juguetes,Rompecabezas 1000,1,144.05,144.05,Tarjeta
V001469,2025-06-21,Trujillo, Electronica ,Teclado mecanico,1,66.86,66.86,Transferencia
V000346,2025-06-13,Miraflores,Electronica,Teclado mecanico,1,224.75,224.75,Yape
V000003,2025-06-17,Arequipa,Alimentos,Chocolate 70%,2,81.39,162.78,Yape
V000886,2025-04-05,Cusco,Juguetes,Peluche mediano,5,252.79,1263.95,Tarjeta
V001348,2025-06-02,Miraflores,juguetes,Peluche mediano,1,168.06,168.06,Tarjeta
V000288,2025-06-12,Lima Centro, alimentos,Cafe molido 500g,4,61.11,244.44,Efectivo
V001931,2025-05-19,Cusco, alimentos,Miel de abeja,4,42.30,169.20,Tarjeta
V001124,2025-06-04,Trujillo,Juguetes,Set de bloques,1,460.22,460.22,Transferencia
V001560,2025-06-15,Cusco,ELECTRONICA,Cargador USB-C,2,273.16,546.32,Transferencia
V001287,2025-04-05,Miraflores,Juguetes,Set de bloques,5,431.19,2155.95,Efectivo
V001697,2025-05-06,Cusco,ALIMENTOS,Cafe molido 500g,1,230.34,230.34,Transferencia
V001198,2025-06-20,Trujillo,ROPA,Jean clasico,1,66.49,66.49,Plin
V001887,2025-05-30,Miraflores,,Aceite de oliva,4,140.81,563.24,Transferencia
V000787,2025-04-18,Trujillo,ropa ,Casaca impermeable,0,360.63,0.00,Tarjeta
V000039,2025-05-02,Miraflores,ELECTRONICA,Teclado mecanico,5,296.52,1482.60,Plin
V001387,2025-05-24,Lima Centro,juguetes,Peluche mediano,1,200.49,200.49,Efectivo
V000515,2025-06-27,Cusco, alimentos,Aceite de oliva,1,387.70,387.70,Yape
V001859,2025-05-26,Arequipa,ROPA,Zapatillas urbanas,2,302.26,604.52,Transferencia
V000457,2025-04-27,Lima Centro, alimentos,Miel de abeja,5,45.48,227.40,Transferencia
V001309,2025-06-05,Trujillo,juguetes,Rompecabezas 1000,5,475.81,2379.05,Plin
V001312,2025-06-15,Miraflores,Hogar,Organizador,1,465.64,465.64,Transferencia
V001021,2025-05-21,Cusco,Ropa,Zapatillas urbanas,1,142.50,142.50,Plin
V000660,2025-04-19,Trujillo,HOGAR ,Organizador,1,35.81,35.81,Plin
V001174,2025-04-15,Lima Centro,HOGAR ,Lampara LED,2,238.73,477.46,Yape
V000030,2025-04-04,Miraflores,ELECTRONICA,Mouse inalambrico,4,467.65,1870.60,Tarjeta
V001044,2025-05-08,Lima Centro,Juguetes,Peluche mediano,2,409.35,818.70,Tarjeta
V000613,2025-04-20,Lima Centro,HOGAR ,Juego de sabanas,2,329.58,659.16,Efectivo
V001008,2025-06-14,Trujillo,HOGAR ,Organizador,2,51.62,103.24,Tarjeta
V001416,2025-05-19,Lima Centro,,Set de bloques,5,192.31,961.55,Transferencia
V000016,2025-05-02,Trujillo,ELECTRONICA,Audifonos BT,3,41.44,124.32,Transferencia
V000774,2025-06-02,Lima Centro,Electronica,Audifonos BT,4,470.32,1881.28,Yape
V001907,2025-05-22,Trujillo,juguetes,Rompecabezas 1000,1,399.02,399.02,Efectivo
V001544,2025-05-19,Cusco, Electronica ,Cargador USB-C,1,181.36,181.36,Yape
V000725,2025-05-27,Arequipa,Electronica,Teclado mecanico,3,243.40,730.20,Transferencia
V000420,2025-04-10,Miraflores,electronica,Mouse inalambrico,4,396.00,1584.00,Efectivo
V000951,2025-05-02,Trujillo,juguetes,Rompecabezas 1000,3,316.37,949.11,Tarjeta
V000087,2025-04-17,Lima Centro,ROPA,Jean clasico,1,304.53,304.53,Efectivo
V001873,2025-06-15,Trujillo,Ropa,Casaca impermeable,1,282.65,282.65,Plin
V000651,2025-05-23,Lima Centro,juguetes,Rompecabezas 1000,2,222.96,445.92,Efectivo
V000612,2025-06-03,Lima Centro,ropa ,Jean clasico,2,283.43,566.86,Efectivo
V000027,2025-05-25,Arequipa,hogar,Olla antiadherente,3,104.10,312.30,Efectivo
V001079,2025-06-23,Miraflores,Alimentos,Cafe molido 500g,1,114.31,114.31,Yape
V000554,2025-04-07,Arequipa,electronica,Mouse inalambrico,1,406.97,406.97,Tarjeta
V001249,2025-06-10,Cusco,hogar,Juego de sabanas,4,391.79,-64.79,Plin
V000798,2025-04-26,Cusco,electronica,Cargador USB-C,2,99.06,198.12,Plin
V000743,2025-05-01,Arequipa,ALIMENTOS,Chocolate 70%,5,231.37,1156.85,Yape
V000430,2025-04-19,Miraflores,Ropa,Polo algodon,4,466.33,1865.32,Yape
V000225,2025-06-02,Arequipa,ropa ,Zapatillas urbanas,4,95.68,382.72,Tarjeta
V000551,2025-04-29,Lima Centro,ropa ,Zapatillas urbanas,2,269.43,538.86,Transferencia
V001138,2025-06-06,Lima Centro, alimentos,Cafe molido 500g,3,35.67,107.01,Transferencia
V000314,2025-05-16,Trujillo,Juguetes,Rompecabezas 1000,2,61.81,123.62,Transferencia
V000690,2025-05-18,Miraflores,ELECTRONICA,Teclado mecanico,4,317.10,1268.40,Tarjeta
V000559,2025-05-10,Miraflores,Ropa,Zapatillas urbanas,3,89.28,267.84,Tarjeta
V001722,2025-05-06,Arequipa,ELECTRONICA,Teclado mecanico,2,441.74,883.48,Efectivo
V000277,2025-06-13,Miraflores, alimentos,Miel de abeja,1,425.51,425.51,Plin
V000998,2025-06-17,Arequipa,ALIMENTOS,Chocolate 70%,2,10.65,21.30,Transferencia
V001798,2025-05-21,Miraflores,electronica,Cargador USB-C,1,442.55,442.55,Tarjeta
V001180,2025-05-07,Miraflores,ropa ,Casaca impermeable,3,364.97,1094.91,Plin
V001834,2025-06-14,Trujillo, Electronica ,Mouse inalambrico,1,395.13,395.13,Tarjeta
V001682,2025-05-27,Lima Centro,Hogar,Organizador,2,436.94,-166.48,Yape
V001883,2025-05-17,Trujillo,electronica,Teclado mecanico,4,196.09,784.36,Efectivo
V001730,2025-04-07,Cusco,HOGAR ,Juego de sabanas,4,62.59,250.36,Efectivo
V001778,2025-05-21,Lima Centro,Alimentos,Cafe molido 500g,1,397.42,397.42,Tarjeta
V000993,2025-04-01,Arequipa,ropa ,Casaca impermeable,1,377.75,377.75,Tarjeta
V001222,2025-06-28,Miraflores,Alimentos,Aceite de oliva,3,361.92,1085.76,Plin
V000975,2025-04-03,Cusco,ropa ,Jean clasico,1,437.83,437.83,Efectivo
V001244,2025-05-07,Cusco,Juguetes,Rompecabezas 1000,5,167.10,835.50,Yape
V001687,2025-05-11,Cusco,juguetes,Set de bloques,1,41.67,41.67,Tarjeta
V000136,2025-05-26,Trujillo,HOGAR ,Juego de sabanas,2,143.04,286.08,Efectivo
V001307,2025-05-20,Miraflores,Juguetes,Peluche mediano,5,249.09,1245.45,Efectivo
V000888,2025-06-04,Cusco, alimentos,Aceite de oliva,1,378.86,378.86,Efectivo
V001578,2025-05-27,Trujillo, alimentos,Miel de abeja,1,312.03,312.03,Transferencia
V001196,2025-04-19,Trujillo,hogar,Olla antiadherente,1,147.76,147.76,Plin
V000025,2025-06-23,Cusco,ropa ,Jean clasico,1,423.02,423.02,Transferencia
V001185,2025-04-02,Trujillo,ROPA,Casaca impermeable,4,206.05,824.20,Tarjeta
V001369,2025-06-18,Cusco,Ropa,Casaca impermeable,4,311.98,-127.93,Efectivo
V000552,2025-06-02,Miraflores,Electronica,Teclado mecanico,2,149.68,299.36,Yape
V000436,2025-06-07,Lima Centro,,Jean clasico,5,302.08,1510.40,Transferencia
V000142,2025-06-02,Miraflores,ropa ,Zapatillas urbanas,4,439.19,1756.76,Transferencia
V001530,2025-06-22,Arequipa,juguetes,Rompecabezas 1000,3,332.94,998.82,Transferencia
V000570,2025-04-14,Lima Centro,hogar,Organizador,3,232.59,697.77,Tarjeta
V001788,2025-05-16,Arequipa,ropa ,Casaca impermeable,1,87.38,87.38,Tarjeta
V001592,2025-04-18,Miraflores,ALIMENTOS,Aceite de oliva,5,432.43,2162.15,Efectivo
V001247,2025-04-27,Cusco,Ropa,Jean clasico,3,104.51,313.53,Yape
V000063,2025-06-19,Lima Centro,juguetes,Peluche mediano,2,374.13,748.26,Plin
V000458,2025-04-12,Lima Centro,ropa ,Casaca impermeable,1,316.35,316.35,Transferencia
V001096,2025-04-25,Cusco,Electronica,Teclado mecanico,1,402.30,402.30,Plin
V001508,2025-06-16,Cusco,hogar,Olla antiadherente,4,427.68,1710.72,Efectivo
V001803,2025-06-20,Trujillo,Ropa,Casaca impermeable,5,48.91,244.55,Tarjeta
V001108,2025-04-12,Cusco,hogar,Juego de sabanas,5,209.03,1045.15,Tarjeta
V000100,2025-04-15,Cusco,ropa ,Jean clasico,3,187.79,563.37,Efectivo
V001498,2025-05-04,Trujillo,ELECTRONICA,Cargador USB-C,2,133.51,267.02,Plin
V000682,2025-05-03,Arequipa,Ropa,Polo algodon,1,13.80,13.80,Tarjeta
V001421,2025-06-21,Miraflores,Hogar,Lampara LED,1,448.96,448.96,Transferencia
V001633,2025-05-16,Trujillo,ELECTRONICA,Cargador USB-C,2,127.77,255.54,Tarjeta
V000093,2025-05-27,Miraflores,ALIMENTOS,Aceite de oliva,4,317.12,1268.48,Yape
V000356,2025-06-15,Miraflores,ropa ,Jean clasico,1,351.34,351.34,Transferencia
V000125,2025-05-30,Arequipa,Juguetes,Rompecabezas 1000,2,463.76,927.52,Transferencia
V000843,2025-06-07,Miraflores,hogar,Lampara LED,1,47.46,47.46,Plin
V001317,2025-06-28,Cusco,Electronica,Teclado mecanico,1,138.52,138.52,Transferencia
V001962,2025-04-07,Arequipa,,Cafe molido 500g,2,15.76,31.52,Plin
V000435,2025-06-08,Miraflores,juguetes,Rompecabezas 1000,2,14.48,28.96,Yape
V001877,2025-05-06,Lima Centro,hogar,Juego de sabanas,3,419.87,1259.61,Yape
V001990,2025-04-01,Trujillo,hogar,Juego de sabanas,4,231.37,925.48,Tarjeta
V000549,2025-06-07,Arequipa,HOGAR ,Olla antiadherente,4,351.90,1407.60,Tarjeta
V001919,2025-06-06,Cusco,Alimentos,Aceite de oliva,2,401.14,802.28,Efectivo
V001659,2025-05-30,Arequipa,Ropa,Polo algodon,1,74.76,74.76,Tarjeta
V000611,2025-05-07,Miraflores,Alimentos,Chocolate 70%,5,224.06,1120.30,Efectivo
V001275,2025-06-14,Lima Centro,electronica,Monitor 24,4,165.67,662.68,Efectivo
V001807,2025-04-13,Miraflores,ROPA,Jean clasico,2,173.07,346.14,Tarjeta
V000094,2025-05-29,Lima Centro,hogar,Juego de sabanas,3,264.99,794.97,Efectivo
V000398,2025-04-17,Miraflores,ELECTRONICA,Mouse inalambrico,1,47.79,47.79,Yape
V000837,2025-04-17,Trujillo,ALIMENTOS,Aceite de oliva,1,466.63,466.63,Transferencia
V000503,2025-06-28,Arequipa,ropa ,Polo algodon,1,127.57,127.57,Yape
V000041,2025-06-10,Trujillo,ropa ,Zapatillas urbanas,3,456.42,1369.26,Plin
V000927,2025-04-26,Cusco,,Monitor 24,2,314.96,629.92,Efectivo
V000131,2025-04-19,Arequipa,,Zapatillas urbanas,5,37.64,188.20,Transferencia
V001496,2025-06-11,Arequipa,juguetes,Rompecabezas 1000,2,449.58,899.16,
V000086,2025-05-16,Miraflores,hogar,Juego de sabanas,1,437.81,437.81,Tarjeta
V001777,2025-05-10,Miraflores,Hogar,Organizador,1,479.43,479.43,Efectivo
V000963,2025-04-11,Miraflores,ELECTRONICA,Audifonos BT,5,427.55,2137.75,Efectivo
V001681,2025-06-26,Arequipa,Ropa,Casaca impermeable,5,93.80,469.00,Plin
V000652,2025-04-19,Miraflores,electronica,Mouse inalambrico,2,27.01,54.02,Plin
V001714,2025-05-04,Arequipa,hogar,Olla antiadherente,4,354.01,1416.04,Transferencia
V000478,2025-04-15,Arequipa,juguetes,Set de bloques,3,193.06,579.18,Efectivo
V001589,2025-04-28,Cusco,hogar,Juego de sabanas,5,349.16,1745.80,Efectivo
V001981,2025-05-04,Miraflores,hogar,Olla antiadherente,1,392.91,392.91,Transferencia
V000035,2025-06-25,Trujillo,HOGAR ,Organizador,1,455.87,455.87,Yape
V000873,2025-05-22,Lima Centro,Juguetes,Set de bloques,2,280.07,560.14,Yape
V001095,2025-04-26,Miraflores,Hogar,Organizador,3,320.09,960.27,Plin
V001869,2025-04-17,Trujillo,Juguetes,Rompecabezas 1000,1,93.34,93.34,Tarjeta
V000833,2025-05-14,Trujillo,ropa ,Casaca impermeable,1,370.89,370.89,Transferencia
V001084,2025-05-17,Trujillo,ROPA,Polo algodon,5,357.58,1787.90,Efectivo
V000413,2025-04-03,Trujillo,juguetes,Rompecabezas 1000,1,238.26,238.26,Plin
V000414,2025-04-24,Cusco,hogar,Olla antiadherente,2,432.17,864.34,Plin
V001707,2025-06-15,Trujillo,ROPA,Polo algodon,1,228.47,228.47,Efectivo
V001737,2025-06-15,Trujillo, alimentos,Miel de abeja,2,146.08,292.16,Plin
V001642,2025-06-01,Miraflores,Alimentos,Miel de abeja,5,199.62,998.10,Plin
V000295,2025-06-28,Lima Centro,ALIMENTOS,Miel de abeja,1,461.37,461.37,Yape
V000011,2025-06-04,Cusco,Alimentos,Cafe molido 500g,2,466.73,933.46,Yape
V000607,2025-06-04,Trujillo,HOGAR ,Organizador,2,469.39,938.78,Tarjeta
V001911,2025-06-25,Miraflores,Alimentos,Chocolate 70%,2,89.00,178.00,Transferencia
V000968,2025-06-20,Trujillo,Ropa,Jean clasico,5,258.38,1291.90,Plin
V001253,2025-04-22,Trujillo,Juguetes,Peluche mediano,2,445.95,891.90,Yape
V001206,2025-05-04,Trujillo,HOGAR ,Lampara LED,3,249.14,747.42,Tarjeta
V001050,2025-06-16,Lima Centro,ALIMENTOS,Miel de abeja,2,365.29,730.58,Yape
V001577,2025-04-05,Lima Centro,juguetes,Set de bloques,3,366.70,1100.10,Yape
V000141,2025-04-15,Lima Centro,hogar,Lampara LED,5,368.18,1840.90,Yape
V000533,2025-06-11,Lima Centro,HOGAR ,Juego de sabanas,3,427.13,1281.39,Yape
V000620,2025-06-06,Trujillo,ELECTRONICA,Mouse inalambrico,5,214.43,1072.15,Yape
V001765,2025-05-15,Miraflores,Hogar,Organizador,5,14.57,72.85,Transferencia
V000526,2025-06-17,Miraflores,Juguetes,Rompecabezas 1000,2,72.43,144.86,Tarjeta
V001827,2025-05-20,Cusco,Hogar,Olla antiadherente,1,108.67,108.67,Efectivo
V000359,2025-05-18,Miraflores,Juguetes,Peluche mediano,1,355.35,355.35,Tarjeta
V000316,2025-05-08,Arequipa,Juguetes,Peluche mediano,5,78.40,392.00,Tarjeta
V000219,2025-04-15,Lima Centro,ROPA,Zapatillas urbanas,3,232.75,698.25,Efectivo
V000666,2025-06-11,Arequipa,juguetes,Peluche mediano,2,29.47,58.94,Efectivo
V000523,2025-04-15,Arequipa,electronica,Monitor 24,1,41.45,41.45,Yape
V000723,2025-06-14,Trujillo,ropa ,Jean clasico,1,307.89,307.89,
V000784,2025-04-24,Trujillo,juguetes,Set de bloques,1,175.91,175.91,Yape
V000008,2025-04-29,Miraflores, alimentos,Aceite de oliva,2,73.91,147.82,Transferencia
V000147,2025-06-30,Miraflores,ropa ,Casaca impermeable,4,245.35,981.40,Tarjeta
V000732,2025-04-18,Trujillo,juguetes,Rompecabezas 1000,1,129.44,129.44,Plin
V000118,2025-04-11,Cusco,Electronica,Monitor 24,2,159.76,319.52,Yape
V001400,2025-05-30,Lima Centro, Electronica ,Teclado mecanico,3,176.92,530.76,Transferencia
V000597,2025-06-22,Miraflores,hogar,Juego de sabanas,3,206.65,619.95,Efectivo
V000272,2025-05-14,Arequipa,Electronica,Teclado mecanico,1,373.50,373.50,Plin
V001753,2025-05-02,Lima Centro, Electronica ,Mouse inalambrico,3,468.40,1405.20,Yape
V001088,2025-04-15,Miraflores,Hogar,Organizador,1,205.88,205.88,Tarjeta
V001656,2025-06-01,Lima Centro,juguetes,Peluche mediano,2,55.09,110.18,Tarjeta
V000850,2025-06-29,Cusco,ROPA,Zapatillas urbanas,4,184.11,736.44,Plin
V001658,2025-04-19,Cusco,ROPA,Casaca impermeable,1,123.37,123.37,Plin
V001612,2025-06-19,Arequipa,ropa ,Jean clasico,1,45.33,45.33,Efectivo
V001068,2025-05-12,Cusco,,Juego de sabanas,2,106.46,212.92,Plin
V000692,2025-04-07,Arequipa,HOGAR ,Organizador,2,442.72,885.44,Tarjeta
V000915,2025-06-25,Lima Centro,Ropa,Jean clasico,3,283.88,851.64,Tarjeta
V001073,2025-04-30,Trujillo,ropa ,Polo algodon,3,459.80,1379.40,Tarjeta
V000792,2025-04-17,Trujillo,ropa ,Zapatillas urbanas,1,338.94,338.94,Tarjeta
V000108,2025-05-26,Lima Centro,electronica,Mouse inalambrico,5,320.44,1602.20,Transferencia
V000015,2025-04-08,Miraflores, alimentos,Miel de abeja,1,125.01,-170.64,Efectivo
V000012,2025-04-03,Lima Centro,ropa ,Casaca impermeable,3,367.91,1103.73,Transferencia
V000563,2025-06-08,Lima Centro,ropa ,Polo algodon,1,394.84,394.84,Yape
V000883,2025-04-04,Trujillo,,Jean clasico,1,77.52,77.52,Plin
V000964,2025-04-05,Trujillo,Electronica,Mouse inalambrico,1,247.33,247.33,Yape
V000522,2025-04-23,Miraflores,hogar,Lampara LED,2,213.17,426.34,Efectivo
V000353,2025-05-17,Arequipa,electronica,Mouse inalambrico,1,432.86,432.86,Tarjeta
V001979,2025-04-28,Miraflores,Hogar,Olla antiadherente,1,388.30,388.30,Plin
V000205,2025-05-08,Miraflores, alimentos,Aceite de oliva,3,269.03,807.09,Efectivo
V000722,2025-06-20,Trujillo,HOGAR ,Organizador,1,344.31,344.31,Efectivo
V001011,2025-06-22,Lima Centro,Alimentos,Cafe molido 500g,3,339.01,1017.03,Plin
V001820,2025-04-20,Arequipa,Electronica,Cargador USB-C,5,367.63,1838.15,Plin
V000735,2025-05-17,Lima Centro,HOGAR ,Organizador,3,336.73,1010.19,Plin
V001554,2025-05-31,Miraflores,Alimentos,Aceite de oliva,3,201.52,604.56,Yape
V001540,2025-04-03,Trujillo,ropa ,Jean clasico,2,200.89,401.78,
V000672,2025-05-06,Cusco,ELECTRONICA,Mouse inalambrico,5,434.93,2174.65,Plin
V000661,2025-06-05,Cusco,Hogar,Lampara LED,4,452.42,1809.68,Transferencia
V000817,2025-06-01,Lima Centro,Hogar,Juego de sabanas,1,414.73,414.73,Plin
V001940,2025-05-23,Trujillo,ROPA,Polo algodon,3,197.88,-147.42,Efectivo
V001071,2025-04-20,Cusco,HOGAR ,Lampara LED,3,214.79,644.37,Plin
V001899,2025-04-17,Trujillo, Electronica ,Cargador USB-C,5,406.01,2030.05,Plin
V001363,2025-06-27,Miraflores,ROPA,Jean clasico,3,365.61,1096.83,Yape
V001023,2025-06-21,Lima Centro,juguetes,Set de bloques,5,13.47,67.35,Yape
V000677,2025-06-20,Arequipa,Ropa,Casaca impermeable,1,163.39,163.39,Efectivo
V000569,2025-06-14,Cusco,Hogar,Olla antiadherente,3,102.52,307.56,Plin
V001948,2025-04-10,Cusco,ALIMENTOS,Aceite de oliva,1,415.75,415.75,Yape
